@relation data
@attribute voltmean_24h numeric
@attribute rotatemean_24h numeric
@attribute pressuremean_24h numeric
@attribute vibrationmean_24h numeric
@attribute voltsd_24h numeric
@attribute rotatesd_24h numeric
@attribute pressuresd_24h numeric
@attribute vibrationsd_24h numeric
@attribute voltmean_5d numeric
@attribute rotatemean_5d numeric
@attribute pressuremean_5d numeric
@attribute vibrationmean_5d numeric
@attribute voltsd_5d numeric
@attribute rotatesd_5d numeric
@attribute pressuresd_5d numeric
@attribute vibrationsd_5d numeric
@attribute survival_time numeric
@attribute survival_status numeric
@data
171.025032806063,454.614347533371,102.377665302422,41.5069299008722,17.6237593856393,43.6482832501349,8.54095852028391,4.29824626342715,171.698774179517,452.843541206688,100.529177299936,44.8746491236189,1.87987448381311,5.01151929347864,2.1413688012,5.21715606788115,59,1
165.057437717393,440.970043320274,102.059956114781,41.0335975318602,16.0638240481713,41.375797403337,12.9158880972039,6.33016744639751,175.724940315581,448.411996985784,100.861369582609,40.1704720202426,10.2964463749797,8.43198604493537,1.78429420923995,0.826362215339995,44,1
169.371718717902,454.003263178352,98.5739963005165,39.6822719924351,17.8700731618128,44.8854053783438,8.73913550404256,3.71863591645379,170.143937850573,416.425925227578,100.611184831183,39.8010562073166,2.08737208947867,38.5079386762886,1.56722608052887,1.12366966614303,59,1
164.183162927698,425.228319203146,101.444146740388,44.982704329431,8.19109449971988,36.5111053308782,12.934654830453,5.38129194733092,168.240947333367,443.532581319051,98.5455659706799,48.1324855842819,2.86443819183771,11.5800982168226,2.05988622669042,6.2241404298945,44,1
171.036366905798,447.375857861866,100.522905208963,40.5872384587054,15.5370817980954,42.528613980489,11.7265584659364,3.86009546448807,170.40043668387,418.195787633486,99.5388993315497,39.612312024027,1.95413432605966,29.6918094979314,1.73092780746871,1.09186058333557,59,1
170.983585602388,458.211435391464,102.630291229899,41.6552379198946,16.1708973295186,48.399525827557,10.2063128699117,3.60932552428519,172.636677238665,451.584291868688,100.247000412521,40.8738492079178,2.58852776889326,4.84805457444628,2.94809024984865,0.693826421362777,73,1
167.032821627785,465.498512438504,97.2671903791542,48.8685056558912,15.9802388654317,31.4432834593826,9.82364633403432,3.61873191025157,169.286786998099,416.901183314277,99.0637436466818,45.3263257677602,2.0359749001545,40.5924279171311,1.72355328052795,4.75283646757023,74,0
172.871233298671,447.022644506284,100.813345066976,40.3637736739185,13.0034074357759,45.2798490900338,12.5562304887374,4.54862733431474,170.296922555419,424.212368595919,99.7681963651991,39.8264078770224,1.82347243214218,31.3185839701422,1.32023811705184,0.753383478159368,29,1
169.650068669625,440.564800910946,100.468669911007,40.067936154554,12.7210491628895,40.9497269230235,8.51132869853252,5.36708529639483,178.498483376863,443.472327787023,99.6045220588202,40.2807892092858,8.15413441373377,12.2035819199009,3.48001840675617,0.564208464348617,74,0
174.422463326575,440.719794036821,101.143833939892,38.9707211086964,17.725375449965,48.9417323802188,8.41003696936353,5.1166391039545,170.064707381757,368.66932070134,100.273993199642,39.8637421227382,3.24608655096345,59.4864578514583,2.21015260782184,0.706946881536983,59,1
